date_cleaned,topic_split,count
2021-03-04,politics and elections and economics,7
2021-03-04,sports,7
2021-03-05,armed conflicts and attacks,7
2021-03-05,business and economics,7
2021-03-05,disasters and accidents,7
2021-03-05,health and environment,7
2021-03-05,international relations,7
2021-03-05,law and crime and politics,7
2021-03-05,science and technology,7
2021-03-06,armed conflicts and attacks,4
2021-03-06,business and economics,4
2021-03-06,health and environment,4
2021-03-06,politics and elections and economics,4
2021-03-07,armed conflicts and attacks,5
2021-03-07,disasters and accidents,5
2021-03-07,health and environment,5
2021-03-07,politics and elections and economics,5
2021-03-07,sports,5
2021-03-08,armed conflicts and attacks,7
2021-03-08,arts and culture,7
2021-03-08,business and economics,7
2021-03-08,disasters and accidents,7
2021-03-08,health and environment,7
2021-03-08,law and crime and politics,7
2021-03-08,politics and elections and economics,7
2021-03-09,disasters and accidents,5
2021-03-09,health and environment,5
2021-03-09,international relations,5
2021-03-09,politics and elections and economics,5
2021-03-09,science and technology,5
2021-03-10,armed conflicts and attacks,5
2021-03-10,business and economics,5
2021-03-10,disasters and accidents,5
2021-03-10,health and environment,5
2021-03-10,politics and elections and economics,5
2021-03-11,armed conflicts and attacks,7
2021-03-11,business and economics,7
2021-03-11,disasters and accidents,7
2021-03-11,health and environment,7
2021-03-11,law and crime and politics,7
2021-03-11,politics and elections and economics,7
2021-03-11,sports,7
2021-03-12,armed conflicts and attacks,4
2021-03-12,health and environment,4
2021-03-12,international relations,4
2021-03-12,law and crime and politics,4
2021-03-13,armed conflicts and attacks,7
2021-03-13,arts and culture,7
2021-03-13,disasters and accidents,7
2021-03-13,health and environment,7
2021-03-13,international relations,7
2021-03-13,law and crime and politics,7
2021-03-13,politics and elections and economics,7
2021-03-14,armed conflicts and attacks,3
2021-03-14,arts and culture,3
2021-03-14,health and environment,3
2021-03-15,armed conflicts and attacks,8
2021-03-15,arts and culture,8
2021-03-15,business and economics,8
2021-03-15,disasters and accidents,8
2021-03-15,health and environment,8
2021-03-15,international relations,8
2021-03-15,law and crime and politics,8
2021-03-15,politics and elections and economics,8
2021-03-16,armed conflicts and attacks,5
2021-03-16,arts and culture,5
2021-03-16,health and environment,5
2021-03-16,international relations,5
2021-03-16,law and crime and politics,5
2021-03-17,armed conflicts and attacks,5
2021-03-17,health and environment,5
2021-03-17,international relations,5
2021-03-17,law and crime and politics,5
2021-03-17,politics and elections and economics,5
2021-03-18,armed conflicts and attacks,5
2021-03-18,health and environment,5
2021-03-18,international relations,5
2021-03-18,law and crime and politics,5
2021-03-18,politics and elections and economics,5
2021-03-19,armed conflicts and attacks,5
2021-03-19,disasters and accidents,5
2021-03-19,health and environment,5
2021-03-19,international relations,5
2021-03-19,politics and elections and economics,5
2021-03-20,arts and culture,5
2021-03-20,disasters and accidents,5
2021-03-20,health and environment,5
2021-03-20,politics and elections and economics,5
2021-03-20,sports,5
2021-03-21,armed conflicts and attacks,4
2021-03-21,business and economics,4
2021-03-21,health and environment,4
2021-03-21,politics and elections and economics,4
2021-03-22,armed conflicts and attacks,6
2021-03-22,disasters and accidents,6
2021-03-22,health and environment,6
2021-03-22,international relations,6
2021-03-22,law and crime and politics,6
2021-03-22,politics and elections and economics,6
2021-03-23,armed conflicts and attacks,5
2021-03-23,disasters and accidents,5
2021-03-23,health and environment,5
2021-03-23,law and crime and politics,5
2021-03-23,politics and elections and economics,5
2021-03-24,armed conflicts and attacks,6
2021-03-24,business and economics,6
2021-03-24,disasters and accidents,6
2021-03-24,health and environment,6
2021-03-24,law and crime and politics,6
2021-03-24,politics and elections and economics,6
2021-03-25,armed conflicts and attacks,6
2021-03-25,arts and culture,6
2021-03-25,disasters and accidents,6
2021-03-25,health and environment,6
2021-03-25,international relations,6
2021-03-25,politics and elections and economics,6
2021-03-26,armed conflicts and attacks,7
2021-03-26,arts and culture,7
2021-03-26,business and economics,7
2021-03-26,disasters and accidents,7
2021-03-26,health and environment,7
2021-03-26,international relations,7
2021-03-26,politics and elections and economics,7
2021-03-27,armed conflicts and attacks,7
2021-03-27,disasters and accidents,7
2021-03-27,health and environment,7
2021-03-27,international relations,7
2021-03-27,law and crime and politics,7
2021-03-27,politics and elections and economics,7
2021-03-27,science and technology,7
2021-03-28,armed conflicts and attacks,4
2021-03-28,business and economics,4
2021-03-28,health and environment,4
2021-03-28,politics and elections and economics,4
2021-03-29,armed conflicts and attacks,5
2021-03-29,disasters and accidents,5
2021-03-29,health and environment,5
2021-03-29,law and crime and politics,5
2021-03-29,politics and elections and economics,5
2021-03-30,armed conflicts and attacks,6
2021-03-30,business and economics,6
2021-03-30,health and environment,6
2021-03-30,law and crime and politics,6
2021-03-30,politics and elections and economics,6
2021-03-30,sports,6
2021-03-31,armed conflicts and attacks,5
2021-03-31,health and environment,5
2021-03-31,international relations,5
2021-03-31,law and crime and politics,5
2021-03-31,politics and elections and economics,5
2021-04-01,armed conflicts and attacks,7
2021-04-01,arts and culture,7
2021-04-01,business and economics,7
2021-04-01,health and environment,7
2021-04-01,international relations,7
2021-04-01,law and crime and politics,7
2021-04-01,politics and elections and economics,7
2021-04-02,armed conflicts and attacks,8
2021-04-02,arts and culture,8
2021-04-02,business and economics,8
2021-04-02,disasters and accidents,8
2021-04-02,health and environment,8
2021-04-02,international relations,8
2021-04-02,law and crime and politics,8
2021-04-02,sports,8
2021-04-03,armed conflicts and attacks,5
2021-04-03,arts and culture,5
2021-04-03,disasters and accidents,5
2021-04-03,health and environment,5
2021-04-03,law and crime and politics,5
2021-04-04,armed conflicts and attacks,5
2021-04-04,disasters and accidents,5
2021-04-04,health and environment,5
2021-04-04,law and crime and politics,5
2021-04-04,politics and elections and economics,5
2021-04-05,armed conflicts and attacks,7
2021-04-05,business and economics,7
2021-04-05,disasters and accidents,7
2021-04-05,health and environment,7
2021-04-05,law and crime and politics,7
2021-04-05,politics and elections and economics,7
2021-04-05,sports,7
2021-04-06,armed conflicts and attacks,7
2021-04-06,disasters and accidents,7
2021-04-06,health and environment,7
2021-04-06,international relations,7
2021-04-06,law and crime and politics,7
2021-04-06,politics and elections and economics,7
2021-04-06,sports,7
2021-04-07,armed conflicts and attacks,8
2021-04-07,business and economics,8
2021-04-07,disasters and accidents,8
2021-04-07,health and environment,8
2021-04-07,international relations,8
2021-04-07,law and crime and politics,8
2021-04-07,politics and elections and economics,8
2021-04-07,sports,8
2021-04-08,armed conflicts and attacks,6
2021-04-08,arts and culture,6
2021-04-08,disasters and accidents,6
2021-04-08,health and environment,6
2021-04-08,international relations,6
2021-04-08,law and crime and politics,6
2021-04-09,armed conflicts and attacks,6
2021-04-09,arts and culture,6
2021-04-09,disasters and accidents,6
2021-04-09,health and environment,6
2021-04-09,law and crime and politics,6
2021-04-09,politics and elections and economics,6
2021-04-10,armed conflicts and attacks,8
2021-04-10,business and economics,8
2021-04-10,disasters and accidents,8
2021-04-10,health and environment,8
2021-04-10,law and crime and politics,8
2021-04-10,politics and elections and economics,8
2021-04-10,science and technology,8
2021-04-10,sports,8
2021-04-11,armed conflicts and attacks,7
2021-04-11,arts and culture,7
2021-04-11,disasters and accidents,7
2021-04-11,health and environment,7
2021-04-11,law and crime and politics,7
2021-04-11,politics and elections and economics,7
2021-04-11,sports,7
2021-04-12,armed conflicts and attacks,7
2021-04-12,arts and culture,7
2021-04-12,disasters and accidents,7
2021-04-12,health and environment,7
2021-04-12,international relations,7
2021-04-12,law and crime and politics,7
2021-04-12,politics and elections and economics,7
2021-04-13,armed conflicts and attacks,5
2021-04-13,business and economics,5
2021-04-13,disasters and accidents,5
2021-04-13,health and environment,5
2021-04-13,law and crime and politics,5
2021-04-14,armed conflicts and attacks,6
2021-04-14,arts and culture,6
2021-04-14,disasters and accidents,6
2021-04-14,health and environment,6
2021-04-14,international relations,6
2021-04-14,law and crime and politics,6
2021-04-15,armed conflicts and attacks,5
2021-04-15,disasters and accidents,5
2021-04-15,health and environment,5
2021-04-15,international relations,5
2021-04-15,law and crime and politics,5
2021-04-16,arts and culture,7
2021-04-16,business and economics,7
2021-04-16,health and environment,7
2021-04-16,international relations,7
2021-04-16,law and crime and politics,7
2021-04-16,politics and elections and economics,7
2021-04-16,science and technology,7
2021-04-17,armed conflicts and attacks,5
2021-04-17,arts and culture,5
2021-04-17,health and environment,5
2021-04-17,international relations,5
2021-04-17,law and crime and politics,5
2021-04-18,armed conflicts and attacks,6
2021-04-18,disasters and accidents,6
2021-04-18,health and environment,6
2021-04-18,law and crime and politics,6
2021-04-18,politics and elections and economics,6
2021-04-18,sports,6
2021-04-19,armed conflicts and attacks,7
2021-04-19,health and environment,7
2021-04-19,international relations,7
2021-04-19,law and crime and politics,7
2021-04-19,politics and elections and economics,7
2021-04-19,science and technology,7
2021-04-19,sports,7
2021-04-20,armed conflicts and attacks,5
2021-04-20,health and environment,5
2021-04-20,international relations,5
2021-04-20,law and crime and politics,5
2021-04-20,sports,5
2021-04-21,armed conflicts and attacks,6
2021-04-21,disasters and accidents,6
2021-04-21,health and environment,6
2021-04-21,international relations,6
2021-04-21,law and crime and politics,6
2021-04-21,sports,6
2021-04-22,armed conflicts and attacks,7
2021-04-22,business and economics,7
2021-04-22,health and environment,7
2021-04-22,international relations,7
2021-04-22,law and crime and politics,7
2021-04-22,politics and elections and economics,7
2021-04-22,science and technology,7
2021-04-23,armed conflicts and attacks,7
2021-04-23,disasters and accidents,7
2021-04-23,health and environment,7
2021-04-23,international relations,7
2021-04-23,law and crime and politics,7
2021-04-23,science and technology,7
2021-04-23,sports,7
2021-04-24,armed conflicts and attacks,7
2021-04-24,disasters and accidents,7
2021-04-24,health and environment,7
2021-04-24,international relations,7
2021-04-24,law and crime and politics,7
2021-04-24,politics and elections and economics,7
2021-04-24,science and technology,7
2021-04-25,armed conflicts and attacks,8
2021-04-25,arts and culture,8
2021-04-25,business and economics,8
2021-04-25,disasters and accidents,8
2021-04-25,health and environment,8
